LINEID,DRAWORD,POINT_X,POINT_Y
95, 3374, 475285.531856, 4978369.57764
95, 3375, 475275.319081, 4978353.23524
95, 3376, 475264.084136, 4978314.42253
96, 3378, 475199.742678, 4978322.59352
96, 3379, 475264.084136, 4978314.42253
97, 3381, 475075.144617, 4978307.27244
97, 3382, 475083.314751, 4978317.48734
97, 3383, 475093.527526, 4978322.59352
97, 3384, 475103.7403, 4978325.65748
97, 3385, 475112.932606, 4978327.70012
98, 3387, 474967.907294, 4978306.25197
98, 3388, 474983.227519, 4978318.50738
98, 3389, 474995.482508, 4978323.61484
98, 3390, 475010.802734, 4978326.67965
98, 3391, 475024.078617, 4978323.61484
98, 3392, 475075.144617, 4978307.27244
99, 3394, 476063.758546, 4978292.97353
99, 3395, 476081.121412, 4978332.80757
99, 3396, 476105.632241, 4978376.72645
99, 3397, 476115.847143, 4978397.15413
100, 3399, 475800.264795, 4978277.65331
100, 3400, 475813.542381, 4978282.75948
100, 3401, 475825.797795, 4978292.97353
100, 3402, 475836.010569, 4978306.25197
100, 3403, 475844.180704, 4978320.5513
100, 3404, 475850.308198, 4978340.97855
100, 3405, 475868.691533, 4978405.32554
101, 3407, 475800.264795, 4978277.65331
101, 3408, 475792.094235, 4978307.27244
101, 3409, 475782.904057, 4978331.78625
101, 3410, 475769.626472, 4978356.29878
101, 3411, 475699.157094, 4978460.4798
101, 3412, 475681.794228, 4978484.99233
101, 3413, 475663.411319, 4978503.37779
102, 3415, 474216.233647, 4978266.41836
102, 3416, 474223.382461, 4978301.14494
102, 3417, 474226.446421, 4978336.89242
102, 3418, 474225.425101, 4978394.0906
103, 3420, 474107.97611, 4978265.39704
103, 3421, 474107.97611, 4978381.83305
104, 3423, 473943.547164, 4978287.86693
104, 3424, 473978.270768, 4978278.67463
104, 3425, 474019.122717, 4978271.52454
104, 3426, 474107.97611, 4978265.39704
105, 3428, 474191.721967, 4978390.00532
105, 3429, 474193.764607, 4978364.47019
105, 3430, 474192.743287, 4978288.88825
105, 3431, 474189.679327, 4978262.33181
106, 3433, 474189.679327, 4978262.33181
106, 3434, 474107.97611, 4978265.39704
107, 3436, 474958.71669, 4978255.18299
107, 3437, 474956.67405, 4978274.58935
107, 3438, 474960.75933, 4978289.90957
107, 3439, 474967.907294, 4978306.25197
108, 3441, 476360.957985, 4978454.35103
108, 3442, 476358.915345, 4978255.18299
109, 3444, 476358.915345, 4978255.18299
109, 3445, 476224.102382, 4978333.82889
110, 3447, 476580.535827, 4978452.30839
110, 3448, 476579.513656, 4978254.16167
111, 3450, 476579.513656, 4978254.16167
111, 3451, 476477.385912, 4978254.16167
112, 3453, 476480.448595, 4978453.32971
112, 3454, 476477.385912, 4978254.16167
113, 3456, 476477.385912, 4978254.16167
113, 3457, 476358.915345, 4978255.18299
114, 3459, 476697.985925, 4978253.1395
114, 3460, 476579.513656, 4978254.16167
115, 3462, 474967.907294, 4978306.25197
115, 3463, 474951.566599, 4978317.48734
115, 3464, 474937.26897, 4978319.52998
115, 3465, 474922.970916, 4978311.35857
115, 3466, 474915.820825, 4978296.03749
115, 3467, 474911.73597, 4978270.50322
115, 3468, 474914.800781, 4978257.22563
115, 3469, 474925.013556, 4978250.07554
115, 3470, 474942.375996, 4978251.09686
115, 3471, 474958.71669, 4978255.18299
116, 3473, 476224.102382, 4978333.82889
116, 3474, 476160.783095, 4978235.77663
117, 3476, 476160.783095, 4978235.77663
117, 3477, 476127.079961, 4978256.20431
117, 3478, 476063.758546, 4978292.97353
118, 3480, 476358.915345, 4978255.18299
118, 3481, 476358.915345, 4978235.77663
119, 3483, 475415.23524, 4978322.59352
119, 3484, 475395.832288, 4978318.50738
119, 3485, 475377.447252, 4978308.29461
119, 3486, 475367.234052, 4978300.12362
119, 3487, 475357.021277, 4978289.90957
119, 3488, 475348.851143, 4978268.46058
119, 3489, 475345.788459, 4978248.0329
119, 3490, 475346.808503, 4978230.66918
120, 3492, 475264.084136, 4978314.42253
120, 3493, 475271.234227, 4978298.08098
120, 3494, 475313.105368, 4978243.94677
120, 3495, 475327.40555, 4978232.71182
120, 3496, 475336.595728, 4978228.62654
120, 3497, 475346.808503, 4978230.66918
121, 3499, 475264.084136, 4978314.42253
121, 3500, 475263.063667, 4978306.25197
121, 3501, 475241.615947, 4978219.43424
121, 3502, 475223.233038, 4978192.87864
122, 3504, 475967.758296, 4978354.25656
122, 3505, 475956.523351, 4978313.40121
122, 3506, 475950.395856, 4978290.93089
122, 3507, 475942.225296, 4978269.4819
122, 3508, 475935.075631, 4978256.20431
122, 3509, 475921.799747, 4978235.77663
122, 3510, 475898.309387, 4978209.22019
122, 3511, 475879.926478, 4978194.92128
122, 3512, 475856.436118, 4978185.72898
122, 3513, 475836.010569, 4978184.70766
122, 3514, 475824.775198, 4978187.77162
122, 3515, 475815.585021, 4978192.87864
122, 3516, 475805.372246, 4978205.13533
122, 3517, 475797.201686, 4978225.56301
122, 3518, 475797.201686, 4978241.90455
122, 3519, 475798.222155, 4978259.26827
122, 3520, 475800.264795, 4978277.65331
123, 3522, 476477.385912, 4978254.16167
123, 3523, 476478.405955, 4978174.4936
124, 3525, 474992.419825, 4978167.34394
124, 3526, 475029.186068, 4978191.85775
124, 3527, 475039.398843, 4978203.09269
124, 3528, 475048.591148, 4978218.41292
124, 3529, 475060.846563, 4978248.0329
124, 3530, 475072.079806, 4978287.86693
124, 3531, 475075.144617, 4978307.27244
125, 3533, 474992.419825, 4978167.34394
125, 3534, 474958.71669, 4978255.18299
126, 3536, 476579.513656, 4978254.16167
126, 3537, 476578.493187, 4978166.32262
127, 3539, 476578.493187, 4978166.32262
127, 3540, 476562.152919, 4978174.4936
127, 3541, 476478.405955, 4978174.4936
128, 3543, 476358.915345, 4978235.77663
128, 3544, 476348.702571, 4978224.54169
128, 3545, 476290.488607, 4978158.15121
129, 3547, 476290.488607, 4978158.15121
129, 3548, 476160.783095, 4978235.77663
130, 3550, 473944.568484, 4978178.57888
130, 3551, 474065.081389, 4978158.15121
131, 3553, 474189.679327, 4978262.33181
131, 3554, 474186.615792, 4978232.71182
131, 3555, 474176.403018, 4978196.96392
131, 3556, 474168.232458, 4978184.70766
131, 3557, 474095.72078, 4978158.15121
131, 3558, 474082.44311, 4978157.13116
131, 3559, 474065.081389, 4978158.15121
132, 3561, 476697.985925, 4978253.1395
132, 3562, 476633.64234, 4978135.68089
133, 3564, 476633.64234, 4978135.68089
133, 3565, 476578.493187, 4978166.32262
134, 3567, 475022.035977, 4978122.40331
134, 3568, 474998.547745, 4978154.06593
134, 3569, 474992.419825, 4978167.34394
135, 3571, 474798.372855, 4978185.72898
135, 3572, 474813.69308, 4978163.25866
135, 3573, 474817.77836, 4978142.83098
135, 3574, 474819.820575, 4978120.36067
136, 3576, 476358.915345, 4978235.77663
136, 3577, 476356.872705, 4978118.31803
137, 3579, 476356.872705, 4978118.31803
137, 3580, 476290.488607, 4978158.15121
138, 3582, 474892.332592, 4978082.57055
138, 3583, 474914.800781, 4978112.18968
138, 3584, 474949.523959, 4978142.83098
138, 3585, 474992.419825, 4978167.34394
139, 3587, 474819.820575, 4978120.36067
139, 3588, 474834.118629, 4978122.40331
139, 3589, 474845.351447, 4978119.33935
139, 3590, 474855.564221, 4978114.23317
139, 3591, 474877.012367, 4978098.91167
139, 3592, 474892.332592, 4978082.57055
140, 3594, 476290.488607, 4978158.15121
140, 3595, 476212.869564, 4978068.27037
141, 3597, 476212.869564, 4978068.27037
141, 3598, 476199.591978, 4978080.52663
141, 3599, 476184.273455, 4978092.78332
141, 3600, 476170.99587, 4978099.93299
141, 3601, 476152.612961, 4978109.12572
141, 3602, 476124.017277, 4978120.36067
141, 3603, 476101.546961, 4978128.53208
141, 3604, 476081.121412, 4978140.78834
141, 3605, 476069.888168, 4978151.00239
141, 3606, 476064.781143, 4978158.15121
141, 3607, 476059.673692, 4978166.32262
141, 3608, 476055.588412, 4978175.51492
141, 3609, 476052.525728, 4978186.7503
141, 3610, 476050.483088, 4978205.13533
141, 3611, 476051.503132, 4978226.58433
141, 3612, 476055.588412, 4978259.26827
141, 3613, 476058.653223, 4978274.58935
141, 3614, 476063.758546, 4978292.97353
142, 3616, 475223.233038, 4978192.87864
142, 3617, 475128.251129, 4978078.48442
142, 3618, 475124.165849, 4978069.29169
142, 3619, 475124.165849, 4978063.16292
143, 3621, 475346.808503, 4978230.66918
143, 3622, 475367.234052, 4978168.36611
143, 3623, 475371.319332, 4978148.95975
143, 3624, 475374.384143, 4978131.59604
143, 3625, 475375.406739, 4978062.14287
144, 3627, 475375.406739, 4978062.14287
144, 3628, 475259.998856, 4978061.12028
145, 3630, 475223.233038, 4978192.87864
145, 3631, 475257.956641, 4978117.29713
145, 3632, 475259.998856, 4978061.12028
146, 3634, 475259.998856, 4978061.12028
146, 3635, 475132.335984, 4978062.14287
146, 3636, 475124.165849, 4978063.16292
147, 3638, 476478.405955, 4978174.4936
147, 3639, 476477.385912, 4978094.82554
147, 3640, 476464.107901, 4978056.0141
148, 3642, 476464.107901, 4978056.0141
148, 3643, 476356.872705, 4978118.31803
149, 3645, 476633.64234, 4978135.68089
149, 3646, 476595.856053, 4978068.27037
149, 3647, 476590.748602, 4978053.97146
150, 3649, 476590.748602, 4978053.97146
150, 3650, 476464.107901, 4978056.0141
151, 3652, 476677.558249, 4978053.97146
151, 3653, 476590.748602, 4978053.97146
152, 3655, 476777.645906, 4978052.95014
152, 3656, 476677.558249, 4978053.97146
153, 3658, 476590.748602, 4978053.97146
153, 3659, 476582.578467, 4978036.60775
153, 3660, 476558.067639, 4977955.91921
154, 3662, 475375.406739, 4978062.14287
154, 3663, 475388.682197, 4977920.17046
155, 3665, 475283.489641, 4977928.34187
155, 3666, 475388.682197, 4977920.17046
156, 3668, 476206.741644, 4977918.12782
156, 3669, 476215.932247, 4977941.61945
156, 3670, 476227.167193, 4977969.19722
156, 3671, 476231.252473, 4977987.58226
156, 3672, 476232.274644, 4978004.9447
156, 3673, 476230.230302, 4978021.28752
156, 3674, 476223.082338, 4978043.75784
156, 3675, 476212.869564, 4978068.27037
157, 3677, 476356.872705, 4978118.31803
157, 3678, 476356.872705, 4978099.93299
157, 3679, 476353.807894, 4978084.61276
157, 3680, 476290.488607, 4977890.55047
158, 3682, 476290.488607, 4977890.55047
158, 3683, 476206.741644, 4977918.12782
159, 3685, 474847.394087, 4977887.48651
159, 3686, 474862.714312, 4977909.95683
159, 3687, 474871.907044, 4977936.512
159, 3688, 474873.949684, 4977966.13198
159, 3689, 474872.927087, 4978012.09479
159, 3690, 474877.012367, 4978037.62907
159, 3691, 474892.332592, 4978082.57055
160, 3693, 474847.394087, 4977887.48651
160, 3694, 474808.585629, 4977988.6023
160, 3695, 474799.392898, 4978020.26492
160, 3696, 474795.308044, 4978057.03542
160, 3697, 474795.308044, 4978073.37782
160, 3698, 474799.392898, 4978102.99695
160, 3699, 474806.542989, 4978113.211
160, 3700, 474819.820575, 4978120.36067
161, 3702, 476400.786912, 4977855.82389
161, 3703, 476464.107901, 4978056.0141
162, 3705, 476400.786912, 4977855.82389
162, 3706, 476290.488607, 4977890.55047
163, 3708, 474066.102671, 4977854.80257
163, 3709, 474065.081389, 4977863.99488
163, 3710, 474060.996283, 4977887.48651
163, 3711, 474056.911174, 4977904.85023
163, 3712, 474053.847341, 4977919.14914
163, 3713, 474048.740954, 4977931.4054
163, 3714, 474043.634524, 4977945.70431
163, 3715, 474042.613247, 4977946.7269
163, 3716, 474036.484561, 4977958.98317
163, 3717, 474029.335619, 4977972.26076
163, 3718, 474021.165357, 4977985.53834
163, 3719, 473997.675848, 4978018.22271
164, 3721, 474001.761128, 4977855.82389
164, 3722, 474066.102671, 4977854.80257
165, 3724, 476558.067639, 4977955.91921
165, 3725, 476525.386675, 4977854.80257
166, 3727, 476525.386675, 4977854.80257
166, 3728, 476400.786912, 4977855.82389
167, 3730, 476575.428376, 4977854.80257
167, 3731, 476574.408333, 4977942.64077
167, 3732, 476573.387864, 4977946.7269
167, 3733, 476569.30301, 4977950.81176
167, 3734, 476558.067639, 4977955.91921
168, 3736, 476575.428376, 4977854.80257
168, 3737, 476525.386675, 4977854.80257
169, 3739, 476677.558249, 4978053.97146
169, 3740, 476675.516034, 4977853.78125
170, 3742, 476675.516034, 4977853.78125
170, 3743, 476575.428376, 4977854.80257
171, 3745, 476775.603266, 4977853.78125
171, 3746, 476675.516034, 4977853.78125
172, 3748, 474170.275098, 4977849.69597
172, 3749, 474066.102671, 4977854.80257
173, 3751, 474269.341436, 4977847.65248
173, 3752, 474170.275098, 4977849.69597
174, 3754, 475136.421264, 4977842.54588
174, 3755, 475152.761533, 4977860.93134
174, 3756, 475162.976435, 4977878.29378
174, 3757, 475176.251893, 4977900.7641
174, 3758, 475190.549947, 4977911.99905
174, 3759, 475206.892344, 4977921.19178
174, 3760, 475234.465856, 4977925.27706
174, 3761, 475283.489641, 4977928.34187
175, 3763, 474367.385177, 4977837.43843
175, 3764, 474317.341348, 4977844.58852
175, 3765, 474269.341436, 4977847.65248
176, 3767, 474923.990959, 4977832.33226
176, 3768, 474936.248501, 4977857.86611
176, 3769, 474953.609239, 4977879.3151
176, 3770, 474977.099599, 4977902.80674
176, 3771, 475006.717879, 4977925.27706
176, 3772, 475028.163471, 4977932.42672
176, 3773, 475043.483697, 4977933.44804
176, 3774, 475055.739111, 4977928.34187
176, 3775, 475067.994526, 4977921.19178
176, 3776, 475082.29258, 4977906.89287
176, 3777, 475136.421264, 4977842.54588
177, 3779, 474923.990959, 4977832.33226
177, 3780, 474903.56541, 4977839.48107
177, 3781, 474886.204672, 4977843.5672
178, 3783, 474886.204672, 4977843.5672
178, 3784, 474854.544178, 4977839.48107
178, 3785, 474802.458135, 4977828.24612
179, 3787, 474802.458135, 4977828.24612
179, 3788, 474819.820575, 4977852.75993
179, 3789, 474847.394087, 4977887.48651
180, 3791, 474677.860074, 4977812.9259
180, 3792, 474571.644921, 4977831.31094
180, 3793, 474471.557689, 4977848.6738
180, 3794, 474446.024689, 4977854.80257
180, 3795, 474420.493391, 4977862.97356
180, 3796, 474400.066991, 4977874.20893
180, 3797, 474376.576631, 4977894.63661
180, 3798, 474336.746853, 4977941.61945
180, 3799, 474321.426628, 4977954.89704
180, 3800, 474296.915799, 4977972.26076
180, 3801, 474272.40497, 4977982.47481
180, 3802, 474251.97857, 4977993.70975
180, 3803, 474233.595661, 4978008.00993
180, 3804, 474211.127472, 4978032.52247
180, 3805, 474197.849461, 4978053.97146
180, 3806, 474187.636687, 4978082.57055
180, 3807, 474184.573152, 4978097.89078
180, 3808, 474183.551832, 4978115.25322
180, 3809, 474185.594472, 4978144.87362
180, 3810, 474190.700647, 4978170.40875
180, 3811, 474200.913421, 4978195.9426
180, 3812, 474212.148792, 4978232.71182
180, 3813, 474216.233647, 4978266.41836
181, 3815, 474802.458135, 4977828.24612
181, 3816, 474738.116251, 4977811.90458
182, 3818, 474738.116251, 4977811.90458
182, 3819, 474724.838666, 4977809.86194
182, 3820, 474703.393074, 4977809.86194
182, 3821, 474691.135531, 4977810.88326
182, 3822, 474677.860074, 4977812.9259
183, 3824, 474595.135281, 4977804.75449
183, 3825, 474367.385177, 4977837.43843
184, 3827, 475136.421264, 4977842.54588
184, 3828, 475117.017886, 4977823.13952
184, 3829, 475095.570166, 4977812.9259
184, 3830, 475088.420075, 4977809.86194
184, 3831, 475061.866606, 4977800.66963
185, 3833, 474673.774794, 4977795.56218
185, 3834, 474677.860074, 4977812.9259
186, 3836, 474673.774794, 4977795.56218
186, 3837, 474663.562019, 4977796.5835
186, 3838, 474621.688325, 4977801.69095
186, 3839, 474595.135281, 4977804.75449
187, 3841, 475061.866606, 4977800.66963
187, 3842, 475056.761283, 4977798.62699
187, 3843, 475028.163471, 4977794.54086
187, 3844, 475005.695283, 4977792.49822
187, 3845, 474983.227519, 4977789.43426
188, 3847, 474983.227519, 4977789.43426
188, 3848, 474965.864654, 4977803.73317
188, 3849, 474940.333781, 4977822.1182
188, 3850, 474923.990959, 4977832.33226
189, 3852, 474685.007611, 4977766.96437
189, 3853, 474728.923946, 4977789.43426
189, 3854, 474735.05144, 4977798.62699
189, 3855, 474738.116251, 4977811.90458
190, 3857, 474685.007611, 4977766.96437
190, 3858, 474673.774794, 4977795.56218
191, 3860, 476140.357546, 4977762.87781
191, 3861, 476143.42023, 4977770.02791
191, 3862, 476152.612961, 4977794.54086
191, 3863, 476166.911015, 4977839.48107
191, 3864, 476174.060681, 4977859.90875
191, 3865, 476184.273455, 4977883.40123
191, 3866, 476206.741644, 4977918.12782
192, 3868, 474706.455757, 4977736.32264
192, 3869, 474685.007611, 4977766.96437
193, 3871, 476290.488607, 4977890.55047
193, 3872, 476238.402564, 4977731.21519
194, 3874, 476140.357546, 4977762.87781
194, 3875, 476238.402564, 4977731.21519
195, 3877, 474365.342537, 4977729.17255
195, 3878, 474367.385177, 4977837.43843
196, 3880, 474436.834086, 4977721.00242
196, 3881, 474584.922507, 4977794.54086
196, 3882, 474595.135281, 4977804.75449
197, 3884, 474436.834086, 4977721.00242
197, 3885, 474365.342537, 4977729.17255
198, 3887, 475025.100788, 4977709.76747
198, 3888, 475029.186068, 4977723.04506
198, 3889, 475036.333606, 4977740.40792
198, 3890, 475048.591148, 4977760.8356
198, 3891, 475063.909246, 4977780.24196
198, 3892, 475064.931843, 4977788.41294
198, 3893, 475061.866606, 4977800.66963
199, 3895, 476348.702571, 4977694.44512
199, 3896, 476400.786912, 4977855.82389
200, 3898, 476238.402564, 4977731.21519
200, 3899, 476348.702571, 4977694.44512
201, 3901, 474365.342537, 4977686.27498
201, 3902, 474393.939071, 4977701.59521
201, 3903, 474436.834086, 4977721.00242
202, 3905, 474365.342537, 4977686.27498
202, 3906, 474365.342537, 4977729.17255
203, 3908, 475388.682197, 4977920.17046
203, 3909, 475405.022466, 4977840.50367
203, 3910, 475406.045063, 4977813.94722
203, 3911, 475400.937612, 4977773.09187
203, 3912, 475398.894972, 4977738.36528
203, 3913, 475404.002423, 4977709.76747
203, 3914, 475418.300052, 4977682.1897
204, 3916, 474066.102671, 4977678.10442
204, 3917, 474066.102671, 4977854.80257
205, 3919, 473962.951393, 4977678.10442
205, 3920, 474066.102671, 4977678.10442
206, 3922, 476059.673692, 4977670.95476
206, 3923, 476118.909826, 4977737.34396
206, 3924, 476140.357546, 4977762.87781
207, 3926, 474866.799592, 4977668.91212
207, 3927, 474861.692141, 4977681.16753
207, 3928, 474852.501538, 4977704.66002
207, 3929, 474849.436727, 4977728.15123
207, 3930, 474849.436727, 4977744.49278
207, 3931, 474851.479367, 4977765.94305
207, 3932, 474857.606861, 4977782.28417
207, 3933, 474886.204672, 4977843.5672
208, 3935, 474742.201531, 4977667.88995
208, 3936, 474866.799592, 4977668.91212
209, 3938, 475033.270923, 4977666.86948
209, 3939, 475027.143428, 4977689.3398
209, 3940, 475025.100788, 4977709.76747
210, 3942, 474639.05119, 4977665.84731
210, 3943, 474644.156514, 4977678.10442
210, 3944, 474706.455757, 4977736.32264
211, 3946, 476348.702571, 4977694.44512
211, 3947, 476445.724992, 4977664.82684
212, 3949, 474983.227519, 4977789.43426
212, 3950, 474967.907294, 4977774.11319
212, 3951, 474958.71669, 4977757.77164
212, 3952, 474955.651879, 4977746.53669
212, 3953, 474953.609239, 4977732.23651
212, 3954, 474956.67405, 4977712.83016
212, 3955, 474970.972105, 4977664.82684
213, 3957, 474866.799592, 4977668.91212
213, 3958, 474970.972105, 4977664.82684
214, 3960, 475128.251129, 4977663.80467
214, 3961, 475176.251893, 4977795.56218
214, 3962, 475179.317129, 4977803.73317
214, 3963, 475177.274489, 4977810.88326
214, 3964, 475173.189209, 4977815.98986
214, 3965, 475152.761533, 4977830.28876
214, 3966, 475136.421264, 4977842.54588
215, 3968, 475033.270923, 4977666.86948
215, 3969, 475128.251129, 4977663.80467
216, 3971, 475228.338361, 4977662.7825
216, 3972, 475278.38219, 4977799.64831
216, 3973, 475283.489641, 4977928.34187
217, 3975, 475128.251129, 4977663.80467
217, 3976, 475228.338361, 4977662.7825
218, 3978, 475228.338361, 4977662.7825
218, 3979, 475294.722459, 4977661.76203
219, 3981, 475294.722459, 4977661.76203
219, 3982, 475350.893783, 4977661.76203
219, 3983, 475376.426783, 4977662.7825
219, 3984, 475389.704368, 4977666.86948
219, 3985, 475408.087277, 4977674.01957
219, 3986, 475418.300052, 4977682.1897
220, 3988, 476525.386675, 4977854.80257
220, 3989, 476479.428126, 4977707.7227
220, 3990, 476475.343272, 4977695.46729
220, 3991, 476473.300632, 4977683.21017
220, 3992, 476473.300632, 4977656.65458
221, 3994, 476445.724992, 4977664.82684
221, 3995, 476473.300632, 4977656.65458
222, 3997, 476575.428376, 4977854.80257
222, 3998, 476574.408333, 4977655.63453
223, 4000, 476473.300632, 4977656.65458
223, 4001, 476574.408333, 4977655.63453
224, 4003, 476675.516034, 4977853.78125
224, 4004, 476674.495565, 4977654.61194
225, 4006, 476574.408333, 4977655.63453
225, 4007, 476674.495565, 4977654.61194
226, 4009, 476674.495565, 4977654.61194
226, 4010, 476774.582797, 4977654.61194
227, 4012, 474685.007611, 4977766.96437
227, 4013, 474669.689514, 4977761.85692
227, 4014, 474638.029019, 4977746.53669
227, 4015, 474427.641355, 4977643.37699
227, 4016, 474363.299897, 4977621.92714
228, 4018, 474363.299897, 4977621.92714
228, 4019, 474365.342537, 4977686.27498
229, 4021, 475418.300052, 4977682.1897
229, 4022, 475437.705557, 4977669.93216
229, 4023, 475457.108935, 4977661.76203
229, 4024, 475533.705807, 4977637.2495
229, 4025, 475606.217399, 4977616.82182
230, 4027, 474364.321217, 4977607.62909
230, 4028, 474438.876726, 4977638.26954
230, 4029, 474519.558452, 4977676.06008
230, 4030, 474661.519379, 4977748.57891
230, 4031, 474675.817434, 4977757.77164
230, 4032, 474685.007611, 4977766.96437
231, 4034, 474364.321217, 4977607.62909
231, 4035, 474363.299897, 4977621.92714
232, 4037, 476348.702571, 4977694.44512
232, 4038, 476273.125742, 4977613.75701
232, 4039, 476272.103571, 4977609.67173
232, 4040, 476272.103571, 4977603.54423
233, 4042, 476309.891985, 4977600.479
233, 4043, 476324.189614, 4977616.82182
233, 4044, 476330.317534, 4977642.35695
233, 4045, 476357.893174, 4977671.9748
233, 4046, 476438.574901, 4977646.4418
233, 4047, 476445.724992, 4977664.82684
234, 4049, 476272.103571, 4977603.54423
234, 4050, 476309.891985, 4977600.479
235, 4052, 474065.081389, 4977596.39414
235, 4053, 474066.102671, 4977678.10442
236, 4055, 474168.232458, 4977590.2641
236, 4056, 474170.275098, 4977849.69597
237, 4058, 474065.081389, 4977596.39414
237, 4059, 474168.232458, 4977590.2641
238, 4061, 474363.299897, 4977621.92714
238, 4062, 474268.320116, 4977585.15877
239, 4064, 474268.320116, 4977585.15877
239, 4065, 474269.341436, 4977847.65248
240, 4067, 474868.842232, 4977578.00911
240, 4068, 474866.799592, 4977668.91212
241, 4070, 474268.320116, 4977585.15877
241, 4071, 474255.042105, 4977578.00911
242, 4073, 474168.232458, 4977590.2641
242, 4074, 474241.765796, 4977584.1366
242, 4075, 474255.042105, 4977578.00911
243, 4077, 475026.120831, 4977575.96647
243, 4078, 475031.228283, 4977616.82182
243, 4079, 475032.248751, 4977639.29171
243, 4080, 475033.270923, 4977666.86948
244, 4082, 474868.842232, 4977578.00911
244, 4083, 474932.163221, 4977575.96647
245, 4085, 475013.865843, 4977575.96647
245, 4086, 475026.120831, 4977575.96647
246, 4088, 474970.972105, 4977664.82684
246, 4089, 474983.227519, 4977640.31218
246, 4090, 475013.865843, 4977575.96647
247, 4092, 474932.163221, 4977575.96647
247, 4093, 475013.865843, 4977575.96647
248, 4095, 475266.126776, 4977575.96647
248, 4096, 475280.424405, 4977613.75701
248, 4097, 475285.531856, 4977631.11945
248, 4098, 475294.722459, 4977661.76203
249, 4100, 475925.885027, 4977563.70892
249, 4101, 475942.225296, 4977571.88119
249, 4102, 475973.886216, 4977589.24405
249, 4103, 475992.269125, 4977603.54423
249, 4104, 476005.544583, 4977614.77918
249, 4105, 476031.077583, 4977640.31218
249, 4106, 476059.673692, 4977670.95476
250, 4108, 475892.181893, 4977557.58143
250, 4109, 475909.544333, 4977558.60147
250, 4110, 475925.885027, 4977563.70892
251, 4112, 475606.217399, 4977616.82182
251, 4113, 475706.305057, 4977590.2641
251, 4114, 475811.499741, 4977569.83855
251, 4115, 475864.606253, 4977559.62407
251, 4116, 475892.181893, 4977557.58143
252, 4118, 474256.063425, 4977556.55883
252, 4119, 474305.085933, 4977582.09396
252, 4120, 474364.321217, 4977607.62909
253, 4122, 474256.063425, 4977556.55883
253, 4123, 474255.042105, 4977578.00911
254, 4125, 474365.342537, 4977541.23861
254, 4126, 474420.493391, 4977557.58143
254, 4127, 474465.429769, 4977574.94387
254, 4128, 474639.05119, 4977665.84731
255, 4130, 474365.342537, 4977541.23861
255, 4131, 474364.321217, 4977607.62909
256, 4133, 475026.120831, 4977532.0463
256, 4134, 475029.186068, 4977539.19639
256, 4135, 475030.206111, 4977548.3887
256, 4136, 475026.120831, 4977575.96647
257, 4138, 475013.865843, 4977575.96647
257, 4139, 475017.950697, 4977567.7942
257, 4140, 475022.035977, 4977555.53879
257, 4141, 475025.100788, 4977545.32389
257, 4142, 475026.120831, 4977532.0463
258, 4144, 474932.163221, 4977575.96647
258, 4145, 474925.013556, 4977555.53879
258, 4146, 474863.736909, 4977536.13116
258, 4147, 474848.416684, 4977540.21856
258, 4148, 474754.456946, 4977526.93885
258, 4149, 474723.818622, 4977518.76872
259, 4151, 474723.818622, 4977518.76872
259, 4152, 474693.180299, 4977548.3887
259, 4153, 474711.563208, 4977593.32933
259, 4154, 474728.923946, 4977613.75701
259, 4155, 474727.903477, 4977636.2269
259, 4156, 474742.201531, 4977667.88995
260, 4158, 476320.10476, 4977512.6408
260, 4159, 476370.148588, 4977521.83353
261, 4161, 476320.10476, 4977512.6408
261, 4162, 476309.891985, 4977511.61863
262, 4164, 476309.891985, 4977511.61863
262, 4165, 476309.891985, 4977600.479
263, 4167, 476309.891985, 4977511.61863
263, 4168, 476271.083527, 4977511.61863
264, 4170, 476272.103571, 4977603.54423
264, 4171, 476271.083527, 4977511.61863
265, 4173, 474576.750245, 4977508.55594
265, 4174, 474596.155325, 4977546.34606
265, 4175, 474633.943739, 4977639.29171
265, 4176, 474639.05119, 4977665.84731
266, 4178, 476574.408333, 4977655.63453
266, 4179, 476572.365693, 4977499.36321
267, 4181, 475939.160485, 4977462.59314
267, 4182, 475944.267936, 4977467.70059
267, 4183, 475946.310576, 4977489.14831
267, 4184, 475945.290533, 4977512.6408
267, 4185, 475943.245765, 4977524.89621
267, 4186, 475939.160485, 4977534.08894
267, 4187, 475925.885027, 4977563.70892
268, 4189, 475892.181893, 4977557.58143
268, 4190, 475907.502118, 4977551.45351
268, 4191, 475923.842387, 4977540.21856
268, 4192, 475933.032991, 4977525.91838
268, 4193, 475937.117845, 4977508.55594
268, 4194, 475938.140442, 4977492.21312
268, 4195, 475935.075631, 4977469.74323
268, 4196, 475939.160485, 4977462.59314
269, 4198, 476059.673692, 4977670.95476
269, 4199, 476063.758546, 4977664.82684
269, 4200, 476067.845954, 4977657.67717
269, 4201, 476070.908637, 4977646.4418
269, 4202, 476069.888168, 4977459.52833
270, 4204, 476069.888168, 4977459.52833
270, 4205, 476037.205503, 4977459.52833
270, 4206, 475992.269125, 4977460.5505
270, 4207, 475939.160485, 4977462.59314
271, 4209, 476169.973698, 4977450.3356
271, 4210, 476170.99587, 4977611.71437
271, 4211, 476172.016338, 4977624.99195
271, 4212, 476177.12379, 4977644.39746
271, 4213, 476182.231241, 4977657.67717
271, 4214, 476189.379204, 4977671.9748
